Polarity,Method,K,Feature Set,Season
0.8400966183574878,Single-Link,6,1 3 6,2016
0.8400966183574878,Single-Link,6,2 3 6,2016
0.8400966183574878,Single-Link,6,0 1 2 3,2016
0.8400966183574878,Single-Link,6,0 1 2 6,2016
0.8400966183574878,Single-Link,6,0 1 3 6,2016
0.8400966183574878,Single-Link,6,0 2 3 6,2016
0.8400966183574878,Single-Link,6,1 2 3 6,2016
0.8400966183574878,Single-Link,6,0 1 2 3 6,2016
0.8377659574468085,Single-Link,4,0,2014
0.8377659574468085,Single-Link,4,1,2014
0.8377659574468085,Single-Link,4,2,2014
0.8377659574468085,Single-Link,4,3,2014
0.8377659574468085,Single-Link,4,6,2014
0.8377659574468085,Single-Link,4,0 1,2014
0.8377659574468085,Single-Link,4,0 2,2014
0.8377659574468085,Single-Link,4,0 3,2014
0.8377659574468085,Single-Link,4,0 6,2014
0.8377659574468085,Single-Link,4,1 2,2014
0.8377659574468085,Single-Link,4,1 3,2014
0.8377659574468085,Single-Link,4,1 6,2014
0.8377659574468085,Single-Link,4,2 3,2014
0.8377659574468085,Single-Link,4,2 6,2014
0.8377659574468085,Single-Link,4,3 6,2014
0.8377659574468085,Single-Link,4,0 1 2,2014
0.8377659574468085,Single-Link,4,0 1 3,2014
0.8377659574468085,Single-Link,4,0 1 6,2014
0.8377659574468085,Single-Link,4,0 2 3,2014
0.8377659574468085,Single-Link,4,0 2 6,2014
0.8377659574468085,Single-Link,4,0 3 6,2014
0.8377659574468085,Single-Link,4,1 2 3,2014
0.8377659574468085,Single-Link,4,1 2 6,2014
0.8377659574468085,Single-Link,4,1 3 6,2014
0.8377659574468085,Single-Link,4,2 3 6,2014
0.8377659574468085,Single-Link,4,0 1 2 3,2014
0.8377659574468085,Single-Link,4,0 1 2 6,2014
0.8377659574468085,Single-Link,4,0 1 3 6,2014
0.8377659574468085,Single-Link,4,0 2 3 6,2014
0.8377659574468085,Single-Link,4,1 2 3 6,2014
0.8377659574468085,Single-Link,4,0 1 2 3 6,2014
0.8373737373737374,Single-Link,6,0,2013
0.8373737373737374,Single-Link,6,1,2013
0.8373737373737374,Single-Link,6,2,2013
0.8373737373737374,Single-Link,6,3,2013
0.8373737373737374,Single-Link,6,6,2013
0.8373737373737374,Single-Link,6,0 1,2013
0.8373737373737374,Single-Link,6,0 2,2013
0.8373737373737374,Single-Link,6,0 3,2013
0.8373737373737374,Single-Link,6,0 6,2013
0.8373737373737374,Single-Link,6,1 2,2013
0.8373737373737374,Single-Link,6,1 3,2013
0.8373737373737374,Single-Link,6,1 6,2013
0.8373737373737374,Single-Link,6,2 3,2013
0.8373737373737374,Single-Link,6,2 6,2013
0.8373737373737374,Single-Link,6,3 6,2013
0.8373737373737374,Single-Link,6,0 1 2,2013
0.8373737373737374,Single-Link,6,0 1 3,2013
0.8373737373737374,Single-Link,6,0 1 6,2013
0.8373737373737374,Single-Link,6,0 2 3,2013
0.8373737373737374,Single-Link,6,0 2 6,2013
0.8373737373737374,Single-Link,6,0 3 6,2013
0.8373737373737374,Single-Link,6,1 2 3,2013
0.8373737373737374,Single-Link,6,1 2 6,2013
0.8373737373737374,Single-Link,6,1 3 6,2013
0.8373737373737374,Single-Link,6,2 3 6,2013
0.8373737373737374,Single-Link,6,0 1 2 3,2013
0.8373737373737374,Single-Link,6,0 1 2 6,2013
0.8373737373737374,Single-Link,6,0 1 3 6,2013
0.8373737373737374,Single-Link,6,0 2 3 6,2013
0.8373737373737374,Single-Link,6,1 2 3 6,2013
0.8373737373737374,Single-Link,6,0 1 2 3 6,2013
0.8345015576323987,Single-Link,8,0,2011
0.8345015576323987,Single-Link,8,1,2011
0.8345015576323987,Single-Link,8,2,2011
0.8345015576323987,Single-Link,8,3,2011
0.8345015576323987,Single-Link,8,6,2011
0.8345015576323987,Single-Link,8,0 1,2011
0.8345015576323987,Single-Link,8,0 2,2011
0.8345015576323987,Single-Link,8,0 3,2011
0.8345015576323987,Single-Link,8,0 6,2011
0.8345015576323987,Single-Link,8,1 2,2011
0.8345015576323987,Single-Link,8,1 3,2011
0.8345015576323987,Single-Link,8,1 6,2011
0.8345015576323987,Single-Link,8,2 3,2011
0.8345015576323987,Single-Link,8,2 6,2011
0.8345015576323987,Single-Link,8,3 6,2011
0.8345015576323987,Single-Link,8,0 1 2,2011
0.8345015576323987,Single-Link,8,0 1 3,2011
0.8345015576323987,Single-Link,8,0 1 6,2011
0.8345015576323987,Single-Link,8,0 2 3,2011
0.8345015576323987,Single-Link,8,0 2 6,2011
0.8345015576323987,Single-Link,8,0 3 6,2011
0.8345015576323987,Single-Link,8,1 2 3,2011
0.8345015576323987,Single-Link,8,1 2 6,2011
0.8345015576323987,Single-Link,8,1 3 6,2011
0.8345015576323987,Single-Link,8,2 3 6,2011
0.8345015576323987,Single-Link,8,0 1 2 3,2011
0.8345015576323987,Single-Link,8,0 1 2 6,2011
0.8345015576323987,Single-Link,8,0 1 3 6,2011
0.8345015576323987,Single-Link,8,0 2 3 6,2011
0.8345015576323987,Single-Link,8,1 2 3 6,2011
0.8345015576323987,Single-Link,8,0 1 2 3 6,2011
0.8343848580441641,Single-Link,4,0,2010-2016
0.8343848580441641,Single-Link,4,1,2010-2016
0.8343848580441641,Single-Link,4,2,2010-2016
0.8343848580441641,Single-Link,4,3,2010-2016
0.8343848580441641,Single-Link,4,6,2010-2016
0.8343848580441641,Single-Link,4,0 1,2010-2016
0.8343848580441641,Single-Link,4,0 2,2010-2016
0.8343848580441641,Single-Link,4,0 3,2010-2016
0.8343848580441641,Single-Link,4,0 6,2010-2016
0.8343848580441641,Single-Link,4,1 2,2010-2016
0.8343848580441641,Single-Link,4,1 3,2010-2016
0.8343848580441641,Single-Link,4,1 6,2010-2016
0.8343848580441641,Single-Link,4,2 3,2010-2016
0.8343848580441641,Single-Link,4,2 6,2010-2016
0.8343848580441641,Single-Link,4,3 6,2010-2016
0.8343848580441641,Single-Link,4,0 1 2,2010-2016
0.8343848580441641,Single-Link,4,0 1 3,2010-2016
0.8343848580441641,Single-Link,4,0 1 6,2010-2016
0.8343848580441641,Single-Link,4,0 2 3,2010-2016
0.8343848580441641,Single-Link,4,0 2 6,2010-2016
0.8343848580441641,Single-Link,4,0 3 6,2010-2016
0.8343848580441641,Single-Link,4,1 2 3,2010-2016
0.8343848580441641,Single-Link,4,1 2 6,2010-2016
0.8343848580441641,Single-Link,4,1 3 6,2010-2016
0.8343848580441641,Single-Link,4,2 3 6,2010-2016
0.8343848580441641,Single-Link,4,0 1 2 3,2010-2016
0.8343848580441641,Single-Link,4,0 1 2 6,2010-2016
0.8343848580441641,Single-Link,4,0 1 3 6,2010-2016
0.8343848580441641,Single-Link,4,0 2 3 6,2010-2016
0.8343848580441641,Single-Link,4,1 2 3 6,2010-2016
0.8343848580441641,Single-Link,4,0 1 2 3 6,2010-2016
0.833864118895966,Single-Link,8,0,2010
0.833864118895966,Single-Link,8,1,2010
0.833864118895966,Single-Link,8,2,2010
0.833864118895966,Single-Link,8,3,2010
0.833864118895966,Single-Link,8,6,2010
0.833864118895966,Single-Link,8,0 1,2010
0.833864118895966,Single-Link,8,0 2,2010
0.833864118895966,Single-Link,8,0 3,2010
0.833864118895966,Single-Link,8,0 6,2010
0.833864118895966,Single-Link,8,1 2,2010
0.833864118895966,Single-Link,8,1 3,2010
0.833864118895966,Single-Link,8,1 6,2010
0.833864118895966,Single-Link,8,2 3,2010
0.833864118895966,Single-Link,8,2 6,2010
0.833864118895966,Single-Link,8,3 6,2010
0.833864118895966,Single-Link,8,0 1 2,2010
0.833864118895966,Single-Link,8,0 1 3,2010
0.833864118895966,Single-Link,8,0 1 6,2010
0.833864118895966,Single-Link,8,0 2 3,2010
0.833864118895966,Single-Link,8,0 2 6,2010
0.833864118895966,Single-Link,8,0 3 6,2010
0.833864118895966,Single-Link,8,1 2 3,2010
0.833864118895966,Single-Link,8,1 2 6,2010
0.833864118895966,Single-Link,8,1 3 6,2010
0.833864118895966,Single-Link,8,2 3 6,2010
0.833864118895966,Single-Link,8,0 1 2 3,2010
0.833864118895966,Single-Link,8,0 1 2 6,2010
0.833864118895966,Single-Link,8,0 1 3 6,2010
0.833864118895966,Single-Link,8,0 2 3 6,2010
0.833864118895966,Single-Link,8,1 2 3 6,2010
0.833864118895966,Single-Link,8,0 1 2 3 6,2010
0.8337320574162679,Single-Link,8,0,2010-2016
0.8337320574162679,Single-Link,8,1,2010-2016
0.8337320574162679,Single-Link,8,2,2010-2016
0.8337320574162679,Single-Link,8,3,2010-2016
0.8337320574162679,Single-Link,8,6,2010-2016
0.8337320574162679,Single-Link,8,0 1,2010-2016
0.8337320574162679,Single-Link,8,0 2,2010-2016
0.8337320574162679,Single-Link,8,0 3,2010-2016
0.8337320574162679,Single-Link,8,0 6,2010-2016
0.8337320574162679,Single-Link,8,1 2,2010-2016
0.8337320574162679,Single-Link,8,1 3,2010-2016
0.8337320574162679,Single-Link,8,1 6,2010-2016
0.8337320574162679,Single-Link,8,2 3,2010-2016
0.8337320574162679,Single-Link,8,2 6,2010-2016
0.8337320574162679,Single-Link,8,3 6,2010-2016
0.8337320574162679,Single-Link,8,0 1 2,2010-2016
0.8337320574162679,Single-Link,8,0 1 3,2010-2016
0.8337320574162679,Single-Link,8,0 1 6,2010-2016
0.8337320574162679,Single-Link,8,0 2 3,2010-2016
0.8337320574162679,Single-Link,8,0 2 6,2010-2016
0.8337320574162679,Single-Link,8,0 3 6,2010-2016
0.8337320574162679,Single-Link,8,1 2 3,2010-2016
0.8337320574162679,Single-Link,8,1 2 6,2010-2016
0.8337320574162679,Single-Link,8,1 3 6,2010-2016
0.8337320574162679,Single-Link,8,2 3 6,2010-2016
0.8337320574162679,Single-Link,8,0 1 2 3,2010-2016
0.8337320574162679,Single-Link,8,0 1 2 6,2010-2016
0.8337320574162679,Single-Link,8,0 1 3 6,2010-2016
0.8337320574162679,Single-Link,8,0 2 3 6,2010-2016
0.8337320574162679,Single-Link,8,1 2 3 6,2010-2016
0.8337320574162679,Single-Link,8,0 1 2 3 6,2010-2016
0.828937728937729,Single-Link,6,0,2015
0.828937728937729,Single-Link,6,1,2015
0.828937728937729,Single-Link,6,2,2015
0.828937728937729,Single-Link,6,3,2015
0.828937728937729,Single-Link,6,6,2015
0.828937728937729,Single-Link,6,0 1,2015
0.828937728937729,Single-Link,6,0 2,2015
0.828937728937729,Single-Link,6,0 3,2015
0.828937728937729,Single-Link,6,0 6,2015
0.828937728937729,Single-Link,6,1 2,2015
0.828937728937729,Single-Link,6,1 3,2015
0.828937728937729,Single-Link,6,1 6,2015
0.828937728937729,Single-Link,6,2 3,2015
0.828937728937729,Single-Link,6,2 6,2015
0.828937728937729,Single-Link,6,3 6,2015
0.828937728937729,Single-Link,6,0 1 2,2015
0.828937728937729,Single-Link,6,0 1 3,2015
0.828937728937729,Single-Link,6,0 1 6,2015
0.828937728937729,Single-Link,6,0 2 3,2015
0.828937728937729,Single-Link,6,0 2 6,2015
0.828937728937729,Single-Link,6,0 3 6,2015
0.828937728937729,Single-Link,6,1 2 3,2015
0.828937728937729,Single-Link,6,1 2 6,2015
0.828937728937729,Single-Link,6,1 3 6,2015
0.828937728937729,Single-Link,6,2 3 6,2015
0.828937728937729,Single-Link,6,0 1 2 3,2015
0.828937728937729,Single-Link,6,0 1 2 6,2015
0.828937728937729,Single-Link,6,0 1 3 6,2015
0.828937728937729,Single-Link,6,0 2 3 6,2015
0.828937728937729,Single-Link,6,1 2 3 6,2015
0.828937728937729,Single-Link,6,0 1 2 3 6,2015
0.8256756756756758,Single-Link,6,0,2014
0.8256756756756758,Single-Link,6,1,2014
0.8256756756756758,Single-Link,6,2,2014
0.8256756756756758,Single-Link,6,3,2014
0.8256756756756758,Single-Link,6,6,2014
0.8256756756756758,Single-Link,6,0 1,2014
0.8256756756756758,Single-Link,6,0 2,2014
0.8256756756756758,Single-Link,6,0 3,2014
0.8256756756756758,Single-Link,6,0 6,2014
0.8256756756756758,Single-Link,6,1 2,2014
0.8256756756756758,Single-Link,6,1 3,2014
0.8256756756756758,Single-Link,6,1 6,2014
0.8256756756756758,Single-Link,6,2 3,2014
0.8256756756756758,Single-Link,6,2 6,2014
0.8256756756756758,Single-Link,6,3 6,2014
0.8256756756756758,Single-Link,6,0 1 2,2014
0.8256756756756758,Single-Link,6,0 1 3,2014
0.8256756756756758,Single-Link,6,0 1 6,2014
0.8256756756756758,Single-Link,6,0 2 3,2014
0.8256756756756758,Single-Link,6,0 2 6,2014
0.8256756756756758,Single-Link,6,0 3 6,2014
0.8256756756756758,Single-Link,6,1 2 3,2014
0.8256756756756758,Single-Link,6,1 2 6,2014
0.8256756756756758,Single-Link,6,1 3 6,2014
0.8256756756756758,Single-Link,6,2 3 6,2014
0.8256756756756758,Single-Link,6,0 1 2 3,2014
0.8256756756756758,Single-Link,6,0 1 2 6,2014
0.8256756756756758,Single-Link,6,0 1 3 6,2014
0.8256756756756758,Single-Link,6,0 2 3 6,2014
0.8256756756756758,Single-Link,6,1 2 3 6,2014
0.8256756756756758,Single-Link,6,0 1 2 3 6,2014
0.824120082815735,Single-Link,6,0,2011
0.824120082815735,Single-Link,6,1,2011
0.824120082815735,Single-Link,6,2,2011
0.824120082815735,Single-Link,6,3,2011
0.824120082815735,Single-Link,6,6,2011
0.824120082815735,Single-Link,6,0 1,2011
0.824120082815735,Single-Link,6,0 2,2011
0.824120082815735,Single-Link,6,0 3,2011
0.824120082815735,Single-Link,6,0 6,2011
0.824120082815735,Single-Link,6,1 2,2011
0.824120082815735,Single-Link,6,1 3,2011
0.824120082815735,Single-Link,6,1 6,2011
0.824120082815735,Single-Link,6,2 3,2011
0.824120082815735,Single-Link,6,2 6,2011
0.824120082815735,Single-Link,6,3 6,2011
0.824120082815735,Single-Link,6,0 1 2,2011
0.824120082815735,Single-Link,6,0 1 3,2011
0.824120082815735,Single-Link,6,0 1 6,2011
0.824120082815735,Single-Link,6,0 2 3,2011
0.824120082815735,Single-Link,6,0 2 6,2011
0.824120082815735,Single-Link,6,0 3 6,2011
0.824120082815735,Single-Link,6,1 2 3,2011
0.824120082815735,Single-Link,6,1 2 6,2011
0.824120082815735,Single-Link,6,1 3 6,2011
0.824120082815735,Single-Link,6,2 3 6,2011
0.824120082815735,Single-Link,6,0 1 2 3,2011
0.824120082815735,Single-Link,6,0 1 2 6,2011
0.824120082815735,Single-Link,6,0 1 3 6,2011
0.824120082815735,Single-Link,6,0 2 3 6,2011
0.824120082815735,Single-Link,6,1 2 3 6,2011
0.824120082815735,Single-Link,6,0 1 2 3 6,2011
0.8229299363057324,Single-Link,6,0,2010-2016
0.8229299363057324,Single-Link,6,1,2010-2016
0.8229299363057324,Single-Link,6,2,2010-2016
0.8229299363057324,Single-Link,6,3,2010-2016
0.8229299363057324,Single-Link,6,6,2010-2016
0.8229299363057324,Single-Link,6,0 1,2010-2016
0.8229299363057324,Single-Link,6,0 2,2010-2016
0.8229299363057324,Single-Link,6,0 3,2010-2016
0.8229299363057324,Single-Link,6,0 6,2010-2016
0.8229299363057324,Single-Link,6,1 2,2010-2016
0.8229299363057324,Single-Link,6,1 3,2010-2016
0.8229299363057324,Single-Link,6,1 6,2010-2016
0.8229299363057324,Single-Link,6,2 3,2010-2016
0.8229299363057324,Single-Link,6,2 6,2010-2016
0.8229299363057324,Single-Link,6,3 6,2010-2016
0.8229299363057324,Single-Link,6,0 1 2,2010-2016
0.8229299363057324,Single-Link,6,0 1 3,2010-2016
0.8229299363057324,Single-Link,6,0 1 6,2010-2016
0.8229299363057324,Single-Link,6,0 2 3,2010-2016
0.8229299363057324,Single-Link,6,0 2 6,2010-2016
0.8229299363057324,Single-Link,6,0 3 6,2010-2016
0.8229299363057324,Single-Link,6,1 2 3,2010-2016
0.8229299363057324,Single-Link,6,1 2 6,2010-2016
0.8229299363057324,Single-Link,6,1 3 6,2010-2016
0.8229299363057324,Single-Link,6,2 3 6,2010-2016
0.8229299363057324,Single-Link,6,0 1 2 3,2010-2016
0.8229299363057324,Single-Link,6,0 1 2 6,2010-2016
0.8229299363057324,Single-Link,6,0 1 3 6,2010-2016
0.8229299363057324,Single-Link,6,0 2 3 6,2010-2016
0.8229299363057324,Single-Link,6,1 2 3 6,2010-2016
0.8229299363057324,Single-Link,6,0 1 2 3 6,2010-2016
0.8227513227513228,Single-Link,6,0,2010
0.8227513227513228,Single-Link,6,1,2010
0.8227513227513228,Single-Link,6,2,2010
0.8227513227513228,Single-Link,6,3,2010
0.8227513227513228,Single-Link,6,6,2010
0.8227513227513228,Single-Link,6,0 1,2010
0.8227513227513228,Single-Link,6,0 2,2010
0.8227513227513228,Single-Link,6,0 3,2010
0.8227513227513228,Single-Link,6,0 6,2010
0.8227513227513228,Single-Link,6,1 2,2010
0.8227513227513228,Single-Link,6,1 3,2010
0.8227513227513228,Single-Link,6,1 6,2010
0.8227513227513228,Single-Link,6,2 3,2010
0.8227513227513228,Single-Link,6,2 6,2010
0.8227513227513228,Single-Link,6,3 6,2010
0.8227513227513228,Single-Link,6,0 1 2,2010
0.8227513227513228,Single-Link,6,0 1 3,2010
0.8227513227513228,Single-Link,6,0 1 6,2010
0.8227513227513228,Single-Link,6,0 2 3,2010
0.8227513227513228,Single-Link,6,0 2 6,2010
0.8227513227513228,Single-Link,6,0 3 6,2010
0.8227513227513228,Single-Link,6,1 2 3,2010
0.8227513227513228,Single-Link,6,1 2 6,2010
0.8227513227513228,Single-Link,6,1 3 6,2010
0.8227513227513228,Single-Link,6,2 3 6,2010
0.8227513227513228,Single-Link,6,0 1 2 3,2010
0.8227513227513228,Single-Link,6,0 1 2 6,2010
0.8227513227513228,Single-Link,6,0 1 3 6,2010
0.8227513227513228,Single-Link,6,0 2 3 6,2010
0.8227513227513228,Single-Link,6,1 2 3 6,2010
0.8227513227513228,Single-Link,6,0 1 2 3 6,2010
0.815279958137101,Single-Link,7,0,2015
0.815279958137101,Single-Link,7,1,2015
0.815279958137101,Single-Link,7,2,2015
0.815279958137101,Single-Link,7,3,2015
0.815279958137101,Single-Link,7,6,2015
0.815279958137101,Single-Link,7,0 1,2015
0.815279958137101,Single-Link,7,0 2,2015
0.815279958137101,Single-Link,7,0 3,2015
0.815279958137101,Single-Link,7,0 6,2015
0.815279958137101,Single-Link,7,1 2,2015
0.815279958137101,Single-Link,7,1 3,2015
0.815279958137101,Single-Link,7,1 6,2015
0.815279958137101,Single-Link,7,2 3,2015
0.815279958137101,Single-Link,7,2 6,2015
0.815279958137101,Single-Link,7,3 6,2015
0.815279958137101,Single-Link,7,0 1 2,2015
0.815279958137101,Single-Link,7,0 1 3,2015
0.815279958137101,Single-Link,7,0 1 6,2015
0.815279958137101,Single-Link,7,0 2 3,2015
0.815279958137101,Single-Link,7,0 2 6,2015
0.815279958137101,Single-Link,7,0 3 6,2015
0.815279958137101,Single-Link,7,1 2 3,2015
